min(X),min(Y),min(Z),max(X),max(Y),max(Z),mean(X),mean(Y),mean(Z),variance(X),variance(Y),variance(Z),std(X),std(Y),std(Z),skewness(X),skewness(Y),skewness(Z),kurtosis(X),kurtosis(Y),kurtosis(Z),median(X),median(Y),median(Z),percentile25(X),percentile75(X),percentile25(Y),percentile75(Y),percentile25(Z),percentile75(Z),corr_axis(XY),corr_axis(XZ),corr_axis(YZ),zerocross(X),zerocross(Y),zerocross(Z),energy(X),energy(Y),energy(Z),dominantFr(X),dominantFrMag(X),dominantFr(Y),dominantFrMag(Y),dominantFr(Z),dominantFrMag(Z),user,8activity
-20.745500000000000,-0.160100000000000,-2.900000000000000,-2.487800000000000,11.427000000000000,7.771200000000000,-9.066337300000001,4.007582794000000,2.460898757000000,14.093440670000000,2.594215255000000,3.928963783000000,3.754123156000000,1.610656777000000,1.982161392000000,-0.490081418000000,0.768318031000000,0.038814536000000,2.650379768000000,4.850795969000000,2.759476453000000,-8.591250000000001,3.887500000000000,2.389100000000000,-11.704150000000000,-6.244150000000000,2.862150000000000,4.910600000000000,0.959805000000000,3.916000000000000,-0.061719153000000,-0.477294113000000,0.092051581000000,31.000000000000000,46.000000000000000,33.000000000000000,96278.000000000000000,18652.000000000000000,9981.000000000000000,1.562500000000000,2335.210635999999800,0.781250000000000,143.895880299999990,1.367187500000000,200.718652100000010,1.000000000000000,7.000000000000000
-18.301700000000000,-0.160100000000000,-1.048200000000000,-2.690900000000000,11.427000000000000,7.771200000000000,-9.005770645000000,3.940350517000000,2.517249100000000,13.459496850000001,2.637644663000000,3.363114916000000,3.668718694000000,1.624082714000000,1.833879744000000,-0.438023169000000,1.074311729000000,0.234227818000000,2.423872291000000,5.641457641000000,2.545159696000000,-8.605800000000000,3.689250000000000,2.497950000000000,-11.649850000000001,-6.047700000000000,2.766350000000000,4.986850000000000,0.980910000000000,3.877000000000000,-0.048173149000000,-0.562517189000000,0.112766170000000,19.000000000000000,21.000000000000000,22.000000000000000,58616.000000000000000,11259.000000000000000,6010.000000000000000,1.367187500000000,2022.533928000000100,0.976562500000000,309.986559000000000,1.367187500000000,467.787983899999970,1.000000000000000,7.000000000000000
-27.052000000000000,0.228480000000000,-2.092200000000000,0.247940000000000,9.974500000000001,10.316700000000001,-9.980458319000000,4.873039160000000,1.981243634000000,22.853138999999999,4.068252193000000,4.505739265000000,4.780495685000000,2.016990876000000,2.122672670000000,-0.583575681000000,-0.011501649000000,0.719288741000000,2.859211803000000,2.305240833000000,3.480160454000000,-8.967100000000000,4.892650000000000,1.694950000000000,-13.401700000000000,-6.493900000000000,3.137250000000000,6.511650000000000,0.331245000000000,3.445950000000000,-0.187279382000000,-0.364752882000000,0.161555404000000,33.000000000000000,44.000000000000000,37.000000000000000,122440.000000000000000,27811.000000000000000,8427.000000000000000,1.757812500000000,1441.460096000000000,0.781250000000000,179.837985900000010,0.781250000000000,451.998893899999980,1.000000000000000,7.000000000000000
-27.052000000000000,0.228480000000000,-2.625200000000000,0.247940000000000,9.974500000000001,10.316700000000001,-10.332028620000001,4.950425260000000,2.015864315000000,25.678401310000002,4.547393704000000,3.656619257000000,5.067386043000000,2.132461888000000,1.912228871000000,-0.465346082000000,-0.080781097000000,0.629418350000000,2.456133167000000,1.997457213000000,4.180016096000000,-9.361900000000000,5.128800000000000,1.950400000000000,-14.501950000000001,-6.299250000000000,3.081950000000000,6.723200000000000,0.600660000000000,3.238800000000000,-0.219811150000000,-0.394529983000000,0.262640657000000,34.000000000000000,42.000000000000000,42.000000000000000,132404.000000000000000,29050.000000000000000,7717.000000000000000,1.562500000000000,4352.990541999999600,0.781250000000000,364.743749100000000,0.781250000000000,392.297074099999970,1.000000000000000,7.000000000000000
-22.371800000000000,0.871260000000000,-3.325600000000000,-1.258900000000000,9.148500000000000,8.936600000000000,-10.325652600000000,4.855315690000000,1.874784621000000,26.394556099999999,3.803001607000000,4.047056228000000,5.137563246000000,1.950128613000000,2.011729661000000,-0.338391541000000,-0.012955941000000,0.287919312000000,1.988312072000000,2.097508300000000,3.588036653000000,-9.355900000000000,5.003900000000000,1.706450000000000,-14.639450000000000,-6.141650000000000,3.286400000000000,6.323850000000000,0.474385000000000,3.211300000000000,-0.121965859000000,-0.348979757000000,0.295184843000000,34.000000000000000,51.000000000000000,39.000000000000000,132987.000000000000000,27373.000000000000000,7558.000000000000000,1.757812500000000,3744.714597000000100,0.976562500000000,420.710633599999990,1.757812500000000,219.327163600000010,1.000000000000000,7.000000000000000
-22.371800000000000,0.871260000000000,-3.325600000000000,-1.258900000000000,14.373799999999999,8.936600000000000,-9.657811799999999,4.766606710000000,1.992066064000000,28.706708460000002,3.947665285000000,5.091139688000000,5.357864170000000,1.986873243000000,2.256355399000000,-0.389753724000000,0.661067429000000,0.443352658000000,2.026550435000000,4.604439158000000,3.109226141000000,-8.908950000000001,4.746950000000000,1.708700000000000,-13.918900000000001,-5.055450000000000,3.295600000000000,6.011900000000000,0.376030000000000,3.488500000000000,-0.112506099000000,-0.379198891000000,0.276009153000000,34.000000000000000,62.000000000000000,37.000000000000000,121951.000000000000000,26664.000000000000000,9054.000000000000000,1.562500000000000,3832.849039000000200,0.781250000000000,214.339586500000000,0.781250000000000,593.738699999999990,1.000000000000000,7.000000000000000
-20.882300000000001,-1.620700000000000,-2.381200000000000,-1.292000000000000,17.911999999999999,8.815600000000000,-8.710824600000001,4.808308104000000,2.233343894000000,22.140537320000000,6.698041465000000,4.561784964000000,4.705373239000000,2.588057469000000,2.135833553000000,-0.460127887000000,2.032769063000000,0.540640058000000,2.290378579000000,9.433288972000000,2.899078605000000,-7.943150000000000,4.388400000000000,1.914950000000000,-12.092650000000001,-4.785700000000000,3.394150000000000,5.642500000000000,0.691375000000000,3.659950000000000,-0.170088747000000,-0.504021508000000,0.378772651000000,30.000000000000000,63.000000000000000,42.000000000000000,97997.000000000000000,29811.000000000000000,9545.000000000000000,1.562500000000000,1724.059203000000000,1.562500000000000,147.155201000000010,1.171875000000000,240.478849900000000,1.000000000000000,7.000000000000000
-20.803400000000000,-1.620700000000000,-2.381200000000000,-1.292000000000000,17.911999999999999,8.860400000000000,-8.800827200000001,4.604201154000000,2.234274846000000,16.543830150000002,5.464783817000000,3.987003213000000,4.067410743000000,2.337687707000000,1.996748160000000,-0.460601629000000,2.542018825000000,0.479484113000000,2.498283738000000,13.278168220000000,3.440070936000000,-7.941750000000000,4.283000000000000,2.027700000000000,-11.831600000000000,-5.774850000000000,3.324750000000000,5.281550000000000,0.909355000000000,3.341300000000000,-0.098629011000000,-0.451127045000000,0.303125725000000,32.000000000000000,50.000000000000000,47.000000000000000,93982.000000000000000,26658.000000000000000,8975.000000000000000,1.171875000000000,2708.914475999999900,1.171875000000000,466.487527300000010,1.171875000000000,595.433449699999980,1.000000000000000,7.000000000000000
-19.641300000000001,0.382930000000000,-2.380400000000000,-2.419700000000000,8.964900000000000,9.144200000000000,-9.270539899999999,4.164683080000000,2.278859847000000,14.137667230000000,1.810373144000000,3.828839203000000,3.760008940000000,1.345501076000000,1.956741987000000,-0.437978897000000,0.263853298000000,0.545733767000000,2.208103924000000,2.976897696000000,3.777057528000000,-8.414899999999999,4.040750000000000,2.183050000000000,-12.388150000000000,-6.157200000000000,3.170650000000000,5.130150000000000,0.859155000000000,3.466450000000000,0.106295125000000,-0.450656167000000,0.104856391000000,36.000000000000000,55.000000000000000,39.000000000000000,100066.000000000000000,19153.000000000000000,9018.000000000000000,1.757812500000000,1426.348019000000000,0.781250000000000,104.344632300000000,0.781250000000000,266.914259500000010,1.000000000000000,7.000000000000000
-19.641300000000001,0.381760000000000,-1.881600000000000,-2.419700000000000,7.863800000000000,9.144200000000000,-9.193076800000000,3.992489800000000,2.429108942000000,15.628223470000000,1.818105796000000,4.409777855000000,3.953254794000000,1.348371535000000,2.099947108000000,-0.387801188000000,0.061353391000000,0.515656343000000,2.158893318000000,2.802960913000000,3.160894745000000,-8.458900000000000,3.888950000000000,2.327550000000000,-12.423650000000000,-5.727100000000000,3.114100000000000,4.960550000000000,0.865000000000000,3.669500000000000,0.075455977000000,-0.501251977000000,0.121969918000000,31.000000000000000,54.000000000000000,33.000000000000000,100125.000000000000000,17756.000000000000000,10306.000000000000000,1.367187500000000,1906.429341000000000,0.976562500000000,80.904519669999999,1.367187500000000,439.205388099999990,1.000000000000000,7.000000000000000
-21.990100000000002,0.315920000000000,-1.881600000000000,-2.409300000000000,8.410000000000000,8.584899999999999,-9.331378900000001,3.853678140000000,2.454862597000000,17.211947219999999,2.085779748000000,3.640352586000000,4.148728386000000,1.444222887000000,1.907970803000000,-0.397030326000000,0.084602988000000,0.354343314000000,2.189442834000000,2.613227477000000,3.025622776000000,-8.755200000000000,3.769800000000000,2.316900000000000,-12.629450000000000,-5.605300000000000,2.814400000000000,4.960550000000000,1.188100000000000,3.680300000000000,0.036619496000000,-0.560236826000000,0.104801366000000,31.000000000000000,57.000000000000000,45.000000000000000,104269.000000000000000,16935.000000000000000,9663.000000000000000,1.757812500000000,1237.023214999999900,1.562500000000000,51.727356299999997,0.781250000000000,353.241363600000000,1.000000000000000,7.000000000000000
-21.990100000000002,0.080227000000000,-1.245700000000000,-2.409300000000000,8.410000000000000,7.794100000000000,-9.324661900000001,3.848191567000000,2.501560307000000,15.835527020000001,1.956406011000000,2.738129283000000,3.979387770000000,1.398715844000000,1.654729368000000,-0.427621588000000,0.238834017000000,0.214624682000000,2.280474779000000,3.096123922000000,2.598203444000000,-8.402350000000000,3.817750000000000,2.424950000000000,-12.494750000000000,-5.966850000000000,2.907550000000000,4.726750000000000,1.291050000000000,3.643050000000000,-0.021555442000000,-0.635125839000000,0.209596366000000,33.000000000000000,55.000000000000000,37.000000000000000,102769.000000000000000,16763.000000000000000,8993.000000000000000,1.757812500000000,1955.440532000000100,0.976562500000000,78.917914479999993,1.562500000000000,175.705854300000000,1.000000000000000,7.000000000000000
-17.690899999999999,0.080227000000000,-1.865200000000000,-3.457700000000000,7.635200000000000,7.069800000000000,-9.037776622999999,3.796564918000000,2.497640876000000,12.101010640000000,1.593573636000000,3.371775375000000,3.478650693000000,1.262368265000000,1.836239466000000,-0.512518900000000,0.095436686000000,0.056607080000000,2.426390445000000,3.757591469000000,2.427197855000000,-8.205850000000000,3.777550000000000,2.463850000000000,-11.509000000000000,-6.421100000000000,3.050300000000000,4.467200000000000,1.098700000000000,3.733200000000000,0.103011624000000,-0.564233087000000,0.149710943000000,26.000000000000000,43.000000000000000,22.000000000000000,72200.000000000000000,12324.000000000000000,7396.000000000000000,1.562500000000000,2188.147974000000000,0.781250000000000,128.425445999999990,1.562500000000000,382.079114100000030,1.000000000000000,7.000000000000000
-20.714400000000001,-1.387200000000000,-0.317190000000000,-1.304000000000000,15.813400000000000,9.542000000000000,-8.770190100000001,3.839695379000000,3.091934477000000,18.897300540000000,3.593782893000000,3.108925093000000,4.347102545000000,1.895727537000000,1.763214421000000,-0.479986156000000,1.606259806000000,1.089201588000000,2.333305211000000,9.117802483000000,4.359978974000000,-8.134000000000000,3.588100000000000,2.726000000000000,-11.923299999999999,-5.052100000000000,2.689150000000000,4.553300000000000,1.967100000000000,3.881550000000000,-0.391994545000000,-0.409018052000000,0.410216208000000,41.000000000000000,63.000000000000000,53.000000000000000,95795.000000000000000,18333.000000000000000,12666.000000000000000,1.757812500000000,1668.889492000000000,2.148437500000000,99.327397379999994,0.976562500000000,134.174206700000010,1.000000000000000,8.000000000000000
-20.427499999999998,-0.562350000000000,-0.186430000000000,-1.304000000000000,15.813400000000000,9.262200000000000,-8.722498999999999,3.760047576000000,3.024771309000000,19.415012500000000,3.314218425000000,3.075139638000000,4.406246986000000,1.820499499000000,1.753607607000000,-0.551667395000000,1.841861443000000,1.028424482000000,2.439161640000000,10.264423960000000,4.155316383000000,-7.937250000000000,3.513400000000000,2.724700000000000,-11.761900000000001,-5.045150000000000,2.649500000000000,4.345250000000000,1.954850000000000,3.697950000000000,-0.347223151000000,-0.427293395000000,0.458476867000000,41.000000000000000,65.000000000000000,53.000000000000000,95478.000000000000000,17449.000000000000000,12221.000000000000000,1.757812500000000,1484.653152000000100,0.976562500000000,252.286256500000010,0.976562500000000,353.854289600000020,1.000000000000000,8.000000000000000
-22.302900000000001,-0.562350000000000,-1.305100000000000,-1.570700000000000,11.662000000000001,10.091600000000000,-9.077020299999999,3.830246626000000,3.019664748000000,17.925388959999999,3.221154994000000,2.973248793000000,4.233838561000000,1.794757642000000,1.724311107000000,-0.725590099000000,1.423217526000000,0.968283885000000,2.935008530000000,5.817043441000000,4.362755234000000,-8.162400000000000,3.506650000000000,2.723700000000000,-11.675250000000000,-5.700100000000000,2.746450000000000,4.351850000000000,1.970800000000000,3.683750000000000,-0.331643235000000,-0.346826671000000,0.439583792000000,41.000000000000000,59.000000000000000,53.000000000000000,100300.000000000000000,17889.000000000000000,12089.000000000000000,2.148437500000000,1264.941748000000000,1.171875000000000,90.532315060000002,0.976562500000000,144.105118000000000,1.000000000000000,8.000000000000000
-23.369900000000001,-2.447000000000000,-1.305100000000000,-0.698070000000000,13.291000000000000,10.091600000000000,-9.175105270000000,3.901565090000000,3.045264991000000,24.546347489999999,4.858673993000000,3.551367042000000,4.954427060000000,2.204240003000000,1.884507109000000,-0.681545953000000,1.106381207000000,1.071783041000000,2.699329402000000,4.895662380000000,4.314204468000000,-8.159800000000001,3.562950000000000,2.658700000000000,-12.173400000000001,-5.297150000000000,2.338000000000000,4.873300000000000,1.818750000000000,3.893250000000000,-0.264432898000000,-0.473940542000000,0.540872262000000,41.000000000000000,52.000000000000000,48.000000000000000,108704.000000000000000,20076.000000000000000,12821.000000000000000,2.148437500000000,1298.931781000000000,0.976562500000000,299.276768699999990,0.976562500000000,164.628620299999990,1.000000000000000,8.000000000000000
-23.369900000000001,-2.447000000000000,-0.445160000000000,-0.698070000000000,13.291000000000000,9.872199999999999,-8.627614870000000,3.736189705000000,3.294413400000000,26.396773060000001,4.019106204000000,3.806308007000000,5.137779001000000,2.004770861000000,1.950976168000000,-0.681450286000000,1.005064947000000,1.229441225000000,2.523508498000000,5.513022710000000,4.416818894000000,-7.451200000000000,3.624200000000000,2.938050000000000,-12.032100000000000,-4.439850000000000,2.293400000000000,4.652000000000000,1.929900000000000,4.059300000000000,-0.330499336000000,-0.519498755000000,0.570927335000000,43.000000000000000,62.000000000000000,54.000000000000000,100806.000000000000000,17974.000000000000000,14656.000000000000000,1.953125000000000,2859.838855000000000,0.976562500000000,351.761735100000010,0.976562500000000,240.802334000000000,1.000000000000000,8.000000000000000
-21.261500000000002,-1.472400000000000,-0.525140000000000,-1.160600000000000,10.665800000000001,9.791399999999999,-8.480123600000001,3.735166450000000,3.369738085000000,18.277389480000000,2.570336708000000,3.540820419000000,4.275206367000000,1.603226967000000,1.881706784000000,-0.592670243000000,0.606976340000000,1.016131176000000,2.587952965000000,4.377533820000000,3.908176203000000,-7.829750000000000,3.594850000000000,3.049800000000000,-11.372700000000000,-5.004900000000000,2.634800000000000,4.632550000000000,2.067050000000000,4.139100000000000,-0.460960925000000,-0.577573557000000,0.418519674000000,43.000000000000000,60.000000000000000,49.000000000000000,90172.000000000000000,16519.000000000000000,14892.000000000000000,2.734375000000000,1434.658678000000000,2.539062500000000,115.418314400000000,1.367187500000000,126.092058200000000,1.000000000000000,8.000000000000000
-23.295600000000000,-3.577200000000000,-0.525140000000000,-1.595700000000000,8.568800000000000,10.502200000000000,-8.511668900000000,3.576951504000000,3.299836235000000,17.206166339999999,2.462045253000000,3.173999430000000,4.148031623000000,1.569090582000000,1.781572179000000,-0.721187727000000,-0.080108281000000,1.089223828000000,2.920020982000000,5.063004834000000,4.153605004000000,-7.815300000000000,3.450850000000000,2.868750000000000,-11.329599999999999,-5.190550000000000,2.689250000000000,4.323300000000000,2.090250000000000,4.060050000000000,-0.473386679000000,-0.575552890000000,0.363034247000000,42.000000000000000,65.000000000000000,46.000000000000000,89637.000000000000000,15254.000000000000000,14060.000000000000000,1.757812500000000,1671.045280000000000,0.976562500000000,162.526957500000010,0.976562500000000,221.096810100000000,1.000000000000000,8.000000000000000
-23.295600000000000,-3.577200000000000,-0.294040000000000,-1.055200000000000,11.359500000000001,10.652400000000000,-8.437267500000001,3.632634549000000,3.360402460000000,19.577517680000000,3.190958275000000,3.355492900000000,4.424648876000000,1.786325355000000,1.831800453000000,-0.726945600000000,0.318206783000000,1.507852339000000,2.869282005000000,5.143081459000000,5.312348194000000,-7.540800000000000,3.432150000000000,2.829750000000000,-11.322200000000000,-4.974050000000000,2.644750000000000,4.540750000000000,2.104900000000000,3.989650000000000,-0.464388455000000,-0.393982635000000,0.440554813000000,41.000000000000000,75.000000000000000,52.000000000000000,90745.000000000000000,16384.000000000000000,14644.000000000000000,2.148437500000000,1126.881901000000000,2.148437500000000,95.227927030000004,0.976562500000000,142.847652000000010,1.000000000000000,8.000000000000000
-21.601800000000001,-4.233300000000000,-0.294040000000000,-1.055200000000000,11.376400000000000,11.857400000000000,-8.571086800000000,3.602036569000000,3.377201239000000,21.783251920000001,4.008241596000000,4.082008362000000,4.667253145000000,2.002059339000000,2.020398070000000,-0.675581287000000,0.414393200000000,1.581540039000000,2.564383028000000,5.034475617000000,6.080098361000000,-7.501500000000000,3.357300000000000,2.932750000000000,-11.739150000000000,-4.834500000000000,2.428950000000000,4.603050000000000,2.089800000000000,4.018800000000000,-0.491077888000000,-0.462523473000000,0.494319148000000,41.000000000000000,75.000000000000000,50.000000000000000,95225.000000000000000,16979.000000000000000,15483.000000000000000,2.539062500000000,1503.351122999999900,3.906250000000000,110.420445400000010,1.367187500000000,195.871461600000000,1.000000000000000,8.000000000000000
-21.601800000000001,-5.219800000000000,0.022482000000000,-1.863800000000000,11.376400000000000,11.857400000000000,-8.609240408000000,3.234412388000000,3.340587887000000,19.605190239999999,3.740113702000000,3.508359805000000,4.427774863000000,1.933937357000000,1.873061613000000,-0.722390158000000,-0.257400654000000,1.651677059000000,2.627322581000000,6.808397069000000,6.994572740000000,-7.374300000000000,3.205450000000000,2.996150000000000,-11.550500000000000,-5.022500000000000,2.376900000000000,4.112350000000000,2.182100000000000,3.969000000000000,-0.446555795000000,-0.572948896000000,0.303641435000000,35.000000000000000,68.000000000000000,45.000000000000000,91830.000000000000000,13914.000000000000000,14371.000000000000000,1.953125000000000,3754.915022000000100,1.953125000000000,205.766655700000000,1.953125000000000,252.611521500000010,1.000000000000000,8.000000000000000
-24.763700000000000,-4.147700000000000,-0.326980000000000,-1.848500000000000,10.738500000000000,10.806100000000001,-8.830736600000000,3.513276369000000,3.143134482000000,18.439568120000001,2.602390708000000,2.755951091000000,4.294131824000000,1.613192706000000,1.660105747000000,-0.881809199000000,0.695279852000000,1.348235307000000,3.418048460000000,6.942731555000000,5.557674523000000,-7.827000000000000,3.387550000000000,2.814900000000000,-11.329200000000000,-5.680800000000000,2.578300000000000,4.274000000000000,1.980300000000000,3.933500000000000,-0.411698940000000,-0.358842280000000,0.371897421000000,39.000000000000000,60.000000000000000,66.000000000000000,96403.000000000000000,14943.000000000000000,12632.000000000000000,1.953125000000000,1135.664342000000000,2.343750000000000,60.496561280000002,0.976562500000000,103.669931400000000,1.000000000000000,8.000000000000000
